assignment_id,project_id,member_id,role_on_project,hours_allocated,hours_logged,start_date,end_date
ASN_002241,PROJECT_000747,MEMBER_000126,Developer,65,236,2024-01-15,
ASN_002242,PROJECT_000747,MEMBER_000028,Developer,111,109,2024-01-15,
ASN_002243,PROJECT_000747,MEMBER_000045,Developer,57,164,2024-01-15,
ASN_002244,PROJECT_000748,MEMBER_000119,Developer,24,58,2024-04-01,
ASN_002245,PROJECT_000748,MEMBER_000019,Lead,138,56,2024-04-01,
ASN_002246,PROJECT_000748,MEMBER_000023,Developer,133,187,2024-04-01,
ASN_002247,PROJECT_000749,MEMBER_000093,Lead,138,213,2024-09-09,
ASN_002248,PROJECT_000749,MEMBER_000063,Support,37,158,2024-09-09,
ASN_002249,PROJECT_000749,MEMBER_000008,Developer,118,109,2024-09-09,
ASN_002250,PROJECT_000750,MEMBER_000028,Developer,35,16,2024-11-23,
ASN_002251,PROJECT_000750,MEMBER_000036,Developer,75,98,2024-11-23,
ASN_002252,PROJECT_000750,MEMBER_000040,Developer,164,37,2024-11-23,
ASN_002253,PROJECT_000751,MEMBER_000009,Support,181,230,2025-01-18,
ASN_002254,PROJECT_000751,MEMBER_000031,Lead,34,32,2025-01-18,
ASN_002255,PROJECT_000751,MEMBER_000090,Developer,24,172,2025-01-18,
ASN_002256,PROJECT_000752,MEMBER_000109,Lead,84,64,2025-02-07,
ASN_002257,PROJECT_000752,MEMBER_000087,Support,122,60,2025-02-07,
ASN_002258,PROJECT_000752,MEMBER_000131,Support,134,19,2025-02-07,
ASN_002259,PROJECT_000753,MEMBER_000123,Developer,170,123,2023-06-27,
ASN_002260,PROJECT_000753,MEMBER_000040,Developer,141,212,2023-06-27,
ASN_002261,PROJECT_000753,MEMBER_000063,Developer,103,103,2023-06-27,
ASN_002262,PROJECT_000754,MEMBER_000032,Developer,51,159,2024-09-25,
ASN_002263,PROJECT_000754,MEMBER_000041,Lead,118,161,2024-09-25,
ASN_002264,PROJECT_000754,MEMBER_000117,Lead,175,88,2024-09-25,
ASN_002265,PROJECT_000755,MEMBER_000070,Lead,131,120,2023-10-07,
ASN_002266,PROJECT_000755,MEMBER_000125,Support,118,104,2023-10-07,
ASN_002267,PROJECT_000755,MEMBER_000129,Support,40,37,2023-10-07,
ASN_002268,PROJECT_000756,MEMBER_000096,Support,193,37,2024-04-30,2024-12-23
ASN_002269,PROJECT_000756,MEMBER_000045,Support,188,104,2024-04-30,2024-12-23
ASN_002270,PROJECT_000756,MEMBER_000105,Developer,29,71,2024-04-30,2024-12-23
ASN_002271,PROJECT_000757,MEMBER_000110,Support,95,225,2024-06-19,
ASN_002272,PROJECT_000757,MEMBER_000121,Developer,75,116,2024-06-19,
ASN_002273,PROJECT_000757,MEMBER_000055,Developer,56,74,2024-06-19,
ASN_002274,PROJECT_000758,MEMBER_000009,Developer,40,104,2025-04-04,
ASN_002275,PROJECT_000758,MEMBER_000115,Lead,123,126,2025-04-04,
ASN_002276,PROJECT_000758,MEMBER_000125,Support,121,61,2025-04-04,
ASN_002277,PROJECT_000759,MEMBER_000096,Support,127,221,2023-11-29,
ASN_002278,PROJECT_000759,MEMBER_000011,Support,27,83,2023-11-29,
ASN_002279,PROJECT_000759,MEMBER_000041,Support,30,185,2023-11-29,
ASN_002280,PROJECT_000760,MEMBER_000109,Support,103,104,2024-09-29,
ASN_002281,PROJECT_000760,MEMBER_000007,Developer,48,190,2024-09-29,
ASN_002282,PROJECT_000760,MEMBER_000042,Developer,167,176,2024-09-29,
ASN_002283,PROJECT_000761,MEMBER_000012,Lead,62,152,2024-12-31,
ASN_002284,PROJECT_000761,MEMBER_000007,Developer,138,160,2024-12-31,
ASN_002285,PROJECT_000761,MEMBER_000101,Support,44,125,2024-12-31,
ASN_002286,PROJECT_000762,MEMBER_000009,Developer,92,60,2024-11-14,
ASN_002287,PROJECT_000762,MEMBER_000123,Developer,128,223,2024-11-14,
ASN_002288,PROJECT_000762,MEMBER_000040,Developer,151,215,2024-11-14,
ASN_002289,PROJECT_000763,MEMBER_000003,Developer,186,137,2025-04-10,
ASN_002290,PROJECT_000763,MEMBER_000098,Support,32,161,2025-04-10,
ASN_002291,PROJECT_000763,MEMBER_000078,Lead,47,16,2025-04-10,
ASN_002292,PROJECT_000764,MEMBER_000006,Developer,92,116,2024-12-14,2025-04-11
ASN_002293,PROJECT_000764,MEMBER_000041,Developer,33,157,2024-12-14,2025-04-11
ASN_002294,PROJECT_000764,MEMBER_000059,Lead,129,39,2024-12-14,2025-04-11
ASN_002295,PROJECT_000765,MEMBER_000092,Developer,44,191,2024-05-15,
ASN_002296,PROJECT_000765,MEMBER_000093,Lead,134,132,2024-05-15,
ASN_002297,PROJECT_000765,MEMBER_000112,Developer,198,147,2024-05-15,
ASN_002298,PROJECT_000766,MEMBER_000048,Lead,93,222,2024-09-24,
ASN_002299,PROJECT_000766,MEMBER_000095,Developer,88,237,2024-09-24,
ASN_002300,PROJECT_000766,MEMBER_000028,Lead,165,103,2024-09-24,
ASN_002301,PROJECT_000767,MEMBER_000079,Support,45,88,2024-04-18,
ASN_002302,PROJECT_000767,MEMBER_000121,Lead,30,42,2024-04-18,
ASN_002303,PROJECT_000767,MEMBER_000048,Support,29,61,2024-04-18,
ASN_002304,PROJECT_000768,MEMBER_000062,Developer,137,160,2023-07-14,
ASN_002305,PROJECT_000768,MEMBER_000002,Support,34,238,2023-07-14,
ASN_002306,PROJECT_000768,MEMBER_000113,Lead,108,211,2023-07-14,
ASN_002307,PROJECT_000769,MEMBER_000086,Support,124,124,2023-10-21,
ASN_002308,PROJECT_000769,MEMBER_000005,Support,96,239,2023-10-21,
ASN_002309,PROJECT_000769,MEMBER_000008,Support,152,198,2023-10-21,
ASN_002310,PROJECT_000770,MEMBER_000035,Lead,94,66,2024-02-15,
ASN_002311,PROJECT_000770,MEMBER_000071,Support,178,170,2024-02-15,
ASN_002312,PROJECT_000770,MEMBER_000005,Support,53,148,2024-02-15,
ASN_002313,PROJECT_000771,MEMBER_000104,Lead,50,110,2024-05-27,
ASN_002314,PROJECT_000771,MEMBER_000042,Support,180,11,2024-05-27,
ASN_002315,PROJECT_000771,MEMBER_000102,Support,88,69,2024-05-27,
ASN_002316,PROJECT_000772,MEMBER_000002,Developer,187,231,2025-03-18,
ASN_002317,PROJECT_000772,MEMBER_000034,Developer,73,188,2025-03-18,
ASN_002318,PROJECT_000772,MEMBER_000099,Developer,153,98,2025-03-18,
ASN_002319,PROJECT_000773,MEMBER_000099,Developer,47,230,2023-08-12,
ASN_002320,PROJECT_000773,MEMBER_000036,Support,41,115,2023-08-12,
ASN_002321,PROJECT_000773,MEMBER_000060,Developer,93,38,2023-08-12,
ASN_002322,PROJECT_000774,MEMBER_000003,Support,141,150,2023-07-08,
ASN_002323,PROJECT_000774,MEMBER_000072,Support,143,103,2023-07-08,
ASN_002324,PROJECT_000774,MEMBER_000050,Developer,134,22,2023-07-08,
ASN_002325,PROJECT_000775,MEMBER_000127,Developer,174,13,2024-06-09,2024-09-15
ASN_002326,PROJECT_000775,MEMBER_000119,Support,162,37,2024-06-09,2024-09-15
ASN_002327,PROJECT_000775,MEMBER_000123,Support,114,63,2024-06-09,2024-09-15
ASN_002328,PROJECT_000776,MEMBER_000117,Developer,190,157,2024-12-31,
ASN_002329,PROJECT_000776,MEMBER_000047,Lead,96,26,2024-12-31,
ASN_002330,PROJECT_000776,MEMBER_000054,Lead,111,105,2024-12-31,
ASN_002331,PROJECT_000777,MEMBER_000080,Support,162,57,2024-07-30,
ASN_002332,PROJECT_000777,MEMBER_000034,Developer,166,208,2024-07-30,
ASN_002333,PROJECT_000777,MEMBER_000032,Developer,179,174,2024-07-30,
ASN_002334,PROJECT_000778,MEMBER_000071,Lead,39,109,2025-01-11,
ASN_002335,PROJECT_000778,MEMBER_000079,Support,171,89,2025-01-11,
ASN_002336,PROJECT_000778,MEMBER_000090,Support,84,130,2025-01-11,
ASN_002337,PROJECT_000779,MEMBER_000037,Lead,66,34,2025-02-14,
ASN_002338,PROJECT_000779,MEMBER_000066,Lead,143,29,2025-02-14,
ASN_002339,PROJECT_000779,MEMBER_000041,Developer,83,66,2025-02-14,
ASN_002340,PROJECT_000780,MEMBER_000115,Lead,121,158,2024-06-30,2024-09-09
ASN_002341,PROJECT_000780,MEMBER_000069,Developer,68,149,2024-06-30,2024-09-09
ASN_002342,PROJECT_000780,MEMBER_000033,Developer,64,224,2024-06-30,2024-09-09
ASN_002343,PROJECT_000781,MEMBER_000105,Developer,148,12,2023-07-30,
ASN_002344,PROJECT_000781,MEMBER_000038,Support,157,232,2023-07-30,
ASN_002345,PROJECT_000781,MEMBER_000127,Developer,162,99,2023-07-30,
ASN_002346,PROJECT_000782,MEMBER_000014,Developer,195,185,2024-02-19,
ASN_002347,PROJECT_000782,MEMBER_000083,Developer,107,127,2024-02-19,
ASN_002348,PROJECT_000782,MEMBER_000036,Support,81,115,2024-02-19,
ASN_002349,PROJECT_000783,MEMBER_000103,Support,22,239,2024-08-09,
ASN_002350,PROJECT_000783,MEMBER_000094,Support,184,98,2024-08-09,
ASN_002351,PROJECT_000783,MEMBER_000004,Lead,184,70,2024-08-09,
ASN_002352,PROJECT_000784,MEMBER_000102,Developer,181,124,2024-06-09,
ASN_002353,PROJECT_000784,MEMBER_000081,Developer,107,71,2024-06-09,
ASN_002354,PROJECT_000784,MEMBER_000115,Support,198,114,2024-06-09,
ASN_002355,PROJECT_000785,MEMBER_000019,Developer,193,31,2023-08-03,
ASN_002356,PROJECT_000785,MEMBER_000055,Lead,121,105,2023-08-03,
ASN_002357,PROJECT_000785,MEMBER_000017,Developer,119,24,2023-08-03,
ASN_002358,PROJECT_000786,MEMBER_000045,Lead,32,194,2024-06-03,2025-02-27
ASN_002359,PROJECT_000786,MEMBER_000125,Developer,120,43,2024-06-03,2025-02-27
ASN_002360,PROJECT_000786,MEMBER_000063,Support,21,73,2024-06-03,2025-02-27
ASN_002361,PROJECT_000787,MEMBER_000078,Developer,132,120,2025-02-07,
ASN_002362,PROJECT_000787,MEMBER_000080,Support,115,224,2025-02-07,
ASN_002363,PROJECT_000787,MEMBER_000095,Lead,151,41,2025-02-07,
ASN_002364,PROJECT_000788,MEMBER_000072,Developer,38,230,2024-12-10,
ASN_002365,PROJECT_000788,MEMBER_000002,Support,145,202,2024-12-10,
ASN_002366,PROJECT_000788,MEMBER_000090,Lead,130,131,2024-12-10,
ASN_002367,PROJECT_000789,MEMBER_000121,Support,145,249,2024-05-14,
ASN_002368,PROJECT_000789,MEMBER_000034,Developer,56,218,2024-05-14,
ASN_002369,PROJECT_000789,MEMBER_000075,Lead,56,45,2024-05-14,
ASN_002370,PROJECT_000790,MEMBER_000018,Support,27,56,2023-09-20,
ASN_002371,PROJECT_000790,MEMBER_000036,Lead,21,72,2023-09-20,
ASN_002372,PROJECT_000790,MEMBER_000076,Lead,34,118,2023-09-20,
ASN_002373,PROJECT_000791,MEMBER_000002,Developer,126,60,2023-06-04,
ASN_002374,PROJECT_000791,MEMBER_000109,Support,111,200,2023-06-04,
ASN_002375,PROJECT_000791,MEMBER_000111,Lead,74,79,2023-06-04,
ASN_002376,PROJECT_000792,MEMBER_000071,Support,68,195,2024-04-03,
ASN_002377,PROJECT_000792,MEMBER_000123,Developer,122,11,2024-04-03,
ASN_002378,PROJECT_000792,MEMBER_000045,Support,114,85,2024-04-03,
ASN_002379,PROJECT_000793,MEMBER_000058,Developer,141,188,2024-04-26,
ASN_002380,PROJECT_000793,MEMBER_000112,Lead,149,120,2024-04-26,
ASN_002381,PROJECT_000793,MEMBER_000105,Support,180,224,2024-04-26,
ASN_002382,PROJECT_000794,MEMBER_000081,Support,95,34,2023-12-30,2024-06-22
ASN_002383,PROJECT_000794,MEMBER_000061,Developer,52,129,2023-12-30,2024-06-22
ASN_002384,PROJECT_000794,MEMBER_000097,Developer,192,86,2023-12-30,2024-06-22
ASN_002385,PROJECT_000795,MEMBER_000067,Lead,178,68,2024-08-20,
ASN_002386,PROJECT_000795,MEMBER_000087,Support,90,200,2024-08-20,
ASN_002387,PROJECT_000795,MEMBER_000047,Lead,161,67,2024-08-20,
ASN_002388,PROJECT_000796,MEMBER_000030,Developer,171,170,2025-03-29,2025-09-14
ASN_002389,PROJECT_000796,MEMBER_000007,Support,158,213,2025-03-29,2025-09-14
ASN_002390,PROJECT_000796,MEMBER_000040,Support,106,169,2025-03-29,2025-09-14
ASN_002391,PROJECT_000797,MEMBER_000068,Support,74,211,2025-01-19,
ASN_002392,PROJECT_000797,MEMBER_000033,Support,34,95,2025-01-19,
ASN_002393,PROJECT_000797,MEMBER_000031,Support,23,133,2025-01-19,
ASN_002394,PROJECT_000798,MEMBER_000111,Developer,108,250,2023-09-03,
ASN_002395,PROJECT_000798,MEMBER_000059,Lead,23,214,2023-09-03,
ASN_002396,PROJECT_000798,MEMBER_000020,Developer,167,177,2023-09-03,
ASN_002397,PROJECT_000799,MEMBER_000079,Support,112,250,2023-08-22,
ASN_002398,PROJECT_000799,MEMBER_000066,Support,139,209,2023-08-22,
ASN_002399,PROJECT_000799,MEMBER_000006,Support,57,56,2023-08-22,
ASN_002400,PROJECT_000800,MEMBER_000121,Support,195,16,2024-07-20,
ASN_002401,PROJECT_000800,MEMBER_000000,Developer,66,138,2024-07-20,
ASN_002402,PROJECT_000800,MEMBER_000012,Lead,110,199,2024-07-20,
ASN_002403,PROJECT_000801,MEMBER_000014,Developer,181,106,2025-01-31,
ASN_002404,PROJECT_000801,MEMBER_000005,Developer,199,113,2025-01-31,
ASN_002405,PROJECT_000801,MEMBER_000067,Lead,41,41,2025-01-31,
ASN_002406,PROJECT_000802,MEMBER_000025,Lead,82,117,2024-01-29,
ASN_002407,PROJECT_000802,MEMBER_000078,Developer,104,133,2024-01-29,
ASN_002408,PROJECT_000802,MEMBER_000010,Developer,130,164,2024-01-29,
ASN_002409,PROJECT_000803,MEMBER_000089,Lead,194,143,2024-08-10,
ASN_002410,PROJECT_000803,MEMBER_000118,Support,76,11,2024-08-10,
ASN_002411,PROJECT_000803,MEMBER_000088,Support,175,36,2024-08-10,
ASN_002412,PROJECT_000804,MEMBER_000022,Developer,22,189,2023-08-25,
ASN_002413,PROJECT_000804,MEMBER_000006,Developer,42,209,2023-08-25,
ASN_002414,PROJECT_000804,MEMBER_000036,Lead,148,113,2023-08-25,
ASN_002415,PROJECT_000805,MEMBER_000055,Lead,91,53,2023-12-12,
ASN_002416,PROJECT_000805,MEMBER_000039,Developer,101,160,2023-12-12,
ASN_002417,PROJECT_000805,MEMBER_000062,Support,137,34,2023-12-12,
ASN_002418,PROJECT_000806,MEMBER_000086,Developer,145,43,2023-09-14,2024-07-27
ASN_002419,PROJECT_000806,MEMBER_000000,Developer,156,240,2023-09-14,2024-07-27
ASN_002420,PROJECT_000806,MEMBER_000111,Developer,95,144,2023-09-14,2024-07-27
ASN_002421,PROJECT_000807,MEMBER_000123,Support,168,101,2024-08-24,
ASN_002422,PROJECT_000807,MEMBER_000076,Developer,174,11,2024-08-24,
ASN_002423,PROJECT_000807,MEMBER_000096,Support,172,136,2024-08-24,
ASN_002424,PROJECT_000808,MEMBER_000068,Support,54,11,2024-01-08,
ASN_002425,PROJECT_000808,MEMBER_000048,Developer,84,232,2024-01-08,
ASN_002426,PROJECT_000808,MEMBER_000011,Lead,102,115,2024-01-08,
ASN_002427,PROJECT_000809,MEMBER_000090,Lead,21,112,2023-10-07,
ASN_002428,PROJECT_000809,MEMBER_000026,Support,40,135,2023-10-07,
ASN_002429,PROJECT_000809,MEMBER_000096,Support,117,243,2023-10-07,
ASN_002430,PROJECT_000810,MEMBER_000060,Support,134,33,2025-03-31,
ASN_002431,PROJECT_000810,MEMBER_000002,Developer,66,27,2025-03-31,
ASN_002432,PROJECT_000810,MEMBER_000076,Developer,194,124,2025-03-31,
ASN_002433,PROJECT_000811,MEMBER_000090,Lead,61,104,2024-08-27,
ASN_002434,PROJECT_000811,MEMBER_000035,Developer,123,239,2024-08-27,
ASN_002435,PROJECT_000811,MEMBER_000085,Support,170,179,2024-08-27,
ASN_002436,PROJECT_000812,MEMBER_000041,Support,24,178,2024-07-29,
ASN_002437,PROJECT_000812,MEMBER_000115,Support,155,132,2024-07-29,
ASN_002438,PROJECT_000812,MEMBER_000029,Lead,112,216,2024-07-29,
ASN_002439,PROJECT_000813,MEMBER_000009,Lead,25,71,2024-06-18,
ASN_002440,PROJECT_000813,MEMBER_000042,Support,94,105,2024-06-18,
ASN_002441,PROJECT_000813,MEMBER_000001,Lead,131,182,2024-06-18,
ASN_002442,PROJECT_000814,MEMBER_000032,Lead,128,248,2024-12-18,
ASN_002443,PROJECT_000814,MEMBER_000052,Lead,129,89,2024-12-18,
ASN_002444,PROJECT_000814,MEMBER_000013,Developer,184,64,2024-12-18,
ASN_002445,PROJECT_000815,MEMBER_000115,Lead,153,100,2024-12-03,
ASN_002446,PROJECT_000815,MEMBER_000035,Lead,86,25,2024-12-03,
ASN_002447,PROJECT_000815,MEMBER_000094,Lead,89,150,2024-12-03,
ASN_002448,PROJECT_000816,MEMBER_000019,Developer,74,52,2023-06-23,
ASN_002449,PROJECT_000816,MEMBER_000089,Developer,154,206,2023-06-23,
ASN_002450,PROJECT_000816,MEMBER_000045,Lead,133,241,2023-06-23,
ASN_002451,PROJECT_000817,MEMBER_000053,Lead,58,230,2024-10-25,
ASN_002452,PROJECT_000817,MEMBER_000023,Lead,150,84,2024-10-25,
ASN_002453,PROJECT_000817,MEMBER_000117,Lead,180,74,2024-10-25,
ASN_002454,PROJECT_000818,MEMBER_000042,Lead,24,19,2024-11-20,
ASN_002455,PROJECT_000818,MEMBER_000010,Support,133,234,2024-11-20,
ASN_002456,PROJECT_000818,MEMBER_000079,Lead,46,179,2024-11-20,
ASN_002457,PROJECT_000819,MEMBER_000128,Developer,185,79,2025-01-14,
ASN_002458,PROJECT_000819,MEMBER_000089,Support,127,142,2025-01-14,
ASN_002459,PROJECT_000819,MEMBER_000116,Lead,195,158,2025-01-14,
ASN_002460,PROJECT_000820,MEMBER_000075,Developer,114,57,2024-09-01,
ASN_002461,PROJECT_000820,MEMBER_000057,Developer,56,192,2024-09-01,
ASN_002462,PROJECT_000820,MEMBER_000030,Lead,110,51,2024-09-01,
ASN_002463,PROJECT_000821,MEMBER_000039,Developer,113,183,2024-03-01,
ASN_002464,PROJECT_000821,MEMBER_000047,Lead,130,74,2024-03-01,
ASN_002465,PROJECT_000821,MEMBER_000099,Support,143,158,2024-03-01,
ASN_002466,PROJECT_000822,MEMBER_000071,Lead,200,174,2023-06-25,
ASN_002467,PROJECT_000822,MEMBER_000022,Developer,168,114,2023-06-25,
ASN_002468,PROJECT_000822,MEMBER_000099,Support,125,181,2023-06-25,
ASN_002469,PROJECT_000823,MEMBER_000027,Lead,155,142,2024-07-02,2025-06-21
ASN_002470,PROJECT_000823,MEMBER_000028,Developer,196,242,2024-07-02,2025-06-21
ASN_002471,PROJECT_000823,MEMBER_000029,Lead,53,205,2024-07-02,2025-06-21
ASN_002472,PROJECT_000824,MEMBER_000037,Lead,22,226,2024-07-22,
ASN_002473,PROJECT_000824,MEMBER_000004,Developer,89,225,2024-07-22,
ASN_002474,PROJECT_000824,MEMBER_000058,Lead,67,144,2024-07-22,
ASN_002475,PROJECT_000825,MEMBER_000049,Support,123,221,2024-05-29,2024-09-23
ASN_002476,PROJECT_000825,MEMBER_000118,Lead,184,207,2024-05-29,2024-09-23
ASN_002477,PROJECT_000825,MEMBER_000004,Lead,200,25,2024-05-29,2024-09-23
ASN_002478,PROJECT_000826,MEMBER_000076,Lead,130,50,2023-06-21,2024-08-18
ASN_002479,PROJECT_000826,MEMBER_000075,Support,81,221,2023-06-21,2024-08-18
ASN_002480,PROJECT_000826,MEMBER_000034,Lead,135,210,2023-06-21,2024-08-18
ASN_002481,PROJECT_000827,MEMBER_000021,Lead,141,111,2024-07-23,
ASN_002482,PROJECT_000827,MEMBER_000038,Lead,114,114,2024-07-23,
ASN_002483,PROJECT_000827,MEMBER_000088,Developer,158,65,2024-07-23,
ASN_002484,PROJECT_000828,MEMBER_000034,Lead,174,186,2025-01-22,
ASN_002485,PROJECT_000828,MEMBER_000097,Lead,54,88,2025-01-22,
ASN_002486,PROJECT_000828,MEMBER_000038,Developer,111,22,2025-01-22,
ASN_002487,PROJECT_000829,MEMBER_000081,Developer,136,125,2023-12-24,
ASN_002488,PROJECT_000829,MEMBER_000044,Support,85,15,2023-12-24,
ASN_002489,PROJECT_000829,MEMBER_000042,Lead,175,204,2023-12-24,
ASN_002490,PROJECT_000830,MEMBER_000082,Lead,183,42,2024-05-14,
ASN_002491,PROJECT_000830,MEMBER_000021,Developer,200,126,2024-05-14,
ASN_002492,PROJECT_000830,MEMBER_000024,Lead,36,155,2024-05-14,
ASN_002493,PROJECT_000831,MEMBER_000013,Support,20,152,2024-05-01,
ASN_002494,PROJECT_000831,MEMBER_000040,Lead,61,207,2024-05-01,
ASN_002495,PROJECT_000831,MEMBER_000070,Developer,77,171,2024-05-01,
ASN_002496,PROJECT_000832,MEMBER_000084,Developer,92,134,2024-09-06,
ASN_002497,PROJECT_000832,MEMBER_000054,Developer,64,228,2024-09-06,
ASN_002498,PROJECT_000832,MEMBER_000093,Lead,75,118,2024-09-06,
ASN_002499,PROJECT_000833,MEMBER_000107,Support,35,76,2024-06-14,
ASN_002500,PROJECT_000833,MEMBER_000054,Support,27,236,2024-06-14,
ASN_002501,PROJECT_000833,MEMBER_000102,Lead,92,147,2024-06-14,
ASN_002502,PROJECT_000834,MEMBER_000071,Lead,45,103,2024-08-10,2025-07-28
ASN_002503,PROJECT_000834,MEMBER_000011,Lead,108,29,2024-08-10,2025-07-28
ASN_002504,PROJECT_000834,MEMBER_000032,Lead,189,160,2024-08-10,2025-07-28
ASN_002505,PROJECT_000835,MEMBER_000005,Developer,166,68,2025-03-07,
ASN_002506,PROJECT_000835,MEMBER_000004,Support,35,222,2025-03-07,
ASN_002507,PROJECT_000835,MEMBER_000115,Lead,72,143,2025-03-07,
ASN_002508,PROJECT_000836,MEMBER_000056,Developer,140,116,2024-07-17,
ASN_002509,PROJECT_000836,MEMBER_000047,Support,109,164,2024-07-17,
ASN_002510,PROJECT_000836,MEMBER_000076,Developer,146,30,2024-07-17,
ASN_002511,PROJECT_000837,MEMBER_000071,Developer,90,79,2024-10-16,
ASN_002512,PROJECT_000837,MEMBER_000088,Developer,49,208,2024-10-16,
ASN_002513,PROJECT_000837,MEMBER_000080,Support,165,119,2024-10-16,
ASN_002514,PROJECT_000838,MEMBER_000129,Developer,183,160,2024-01-29,
ASN_002515,PROJECT_000838,MEMBER_000014,Lead,90,83,2024-01-29,
ASN_002516,PROJECT_000838,MEMBER_000102,Lead,35,114,2024-01-29,
ASN_002517,PROJECT_000839,MEMBER_000049,Support,118,55,2024-08-25,
ASN_002518,PROJECT_000839,MEMBER_000081,Support,162,14,2024-08-25,
ASN_002519,PROJECT_000839,MEMBER_000017,Lead,166,40,2024-08-25,
ASN_002520,PROJECT_000840,MEMBER_000004,Support,47,100,2024-04-09,
ASN_002521,PROJECT_000840,MEMBER_000029,Support,96,225,2024-04-09,
ASN_002522,PROJECT_000840,MEMBER_000124,Developer,151,205,2024-04-09,
ASN_002523,PROJECT_000841,MEMBER_000118,Lead,92,155,2023-10-05,
ASN_002524,PROJECT_000841,MEMBER_000052,Support,67,114,2023-10-05,
ASN_002525,PROJECT_000841,MEMBER_000022,Support,103,66,2023-10-05,
ASN_002526,PROJECT_000842,MEMBER_000088,Support,166,231,2025-04-28,
ASN_002527,PROJECT_000842,MEMBER_000125,Lead,99,223,2025-04-28,
ASN_002528,PROJECT_000842,MEMBER_000058,Lead,187,250,2025-04-28,
ASN_002529,PROJECT_000843,MEMBER_000079,Support,189,51,2024-03-16,
ASN_002530,PROJECT_000843,MEMBER_000130,Lead,191,175,2024-03-16,
ASN_002531,PROJECT_000843,MEMBER_000100,Support,81,218,2024-03-16,
ASN_002532,PROJECT_000844,MEMBER_000066,Developer,106,247,2023-08-28,2024-09-03
ASN_002533,PROJECT_000844,MEMBER_000103,Developer,75,115,2023-08-28,2024-09-03
ASN_002534,PROJECT_000844,MEMBER_000091,Developer,181,227,2023-08-28,2024-09-03
ASN_002535,PROJECT_000845,MEMBER_000030,Lead,158,168,2023-07-18,2023-12-09
ASN_002536,PROJECT_000845,MEMBER_000058,Lead,107,89,2023-07-18,2023-12-09
ASN_002537,PROJECT_000845,MEMBER_000130,Developer,35,26,2023-07-18,2023-12-09
ASN_002538,PROJECT_000846,MEMBER_000073,Lead,153,161,2024-08-06,2025-04-27
ASN_002539,PROJECT_000846,MEMBER_000080,Developer,144,51,2024-08-06,2025-04-27
ASN_002540,PROJECT_000846,MEMBER_000028,Support,62,126,2024-08-06,2025-04-27
ASN_002541,PROJECT_000847,MEMBER_000103,Developer,68,178,2023-08-29,
ASN_002542,PROJECT_000847,MEMBER_000038,Lead,150,191,2023-08-29,
ASN_002543,PROJECT_000847,MEMBER_000085,Developer,85,231,2023-08-29,
ASN_002544,PROJECT_000848,MEMBER_000055,Support,42,95,2024-08-02,
ASN_002545,PROJECT_000848,MEMBER_000035,Developer,43,105,2024-08-02,
ASN_002546,PROJECT_000848,MEMBER_000039,Lead,76,210,2024-08-02,
ASN_002547,PROJECT_000849,MEMBER_000068,Lead,111,178,2023-08-29,
ASN_002548,PROJECT_000849,MEMBER_000131,Support,34,27,2023-08-29,
ASN_002549,PROJECT_000849,MEMBER_000013,Lead,167,211,2023-08-29,
ASN_002550,PROJECT_000850,MEMBER_000127,Lead,120,155,2024-06-01,2024-12-19
ASN_002551,PROJECT_000850,MEMBER_000004,Support,58,166,2024-06-01,2024-12-19
ASN_002552,PROJECT_000850,MEMBER_000058,Developer,137,27,2024-06-01,2024-12-19
ASN_002553,PROJECT_000851,MEMBER_000121,Developer,22,147,2024-08-27,
ASN_002554,PROJECT_000851,MEMBER_000114,Support,112,45,2024-08-27,
ASN_002555,PROJECT_000851,MEMBER_000045,Lead,103,50,2024-08-27,
ASN_002556,PROJECT_000852,MEMBER_000016,Support,192,226,2024-03-31,
ASN_002557,PROJECT_000852,MEMBER_000091,Lead,42,233,2024-03-31,
ASN_002558,PROJECT_000852,MEMBER_000060,Lead,91,194,2024-03-31,
ASN_002559,PROJECT_000853,MEMBER_000042,Lead,158,30,2024-04-29,
ASN_002560,PROJECT_000853,MEMBER_000126,Developer,83,162,2024-04-29,
ASN_002561,PROJECT_000853,MEMBER_000099,Lead,113,116,2024-04-29,
ASN_002562,PROJECT_000854,MEMBER_000054,Developer,121,112,2024-01-28,2024-11-01
ASN_002563,PROJECT_000854,MEMBER_000132,Support,63,156,2024-01-28,2024-11-01
ASN_002564,PROJECT_000854,MEMBER_000026,Developer,98,154,2024-01-28,2024-11-01
ASN_002565,PROJECT_000855,MEMBER_000051,Lead,73,29,2024-06-08,
ASN_002566,PROJECT_000855,MEMBER_000077,Support,93,151,2024-06-08,
ASN_002567,PROJECT_000855,MEMBER_000055,Developer,195,241,2024-06-08,
ASN_002568,PROJECT_000856,MEMBER_000079,Lead,55,211,2025-01-28,2025-06-02
ASN_002569,PROJECT_000856,MEMBER_000014,Developer,67,193,2025-01-28,2025-06-02
ASN_002570,PROJECT_000856,MEMBER_000016,Developer,37,29,2025-01-28,2025-06-02
ASN_002571,PROJECT_000857,MEMBER_000105,Lead,117,61,2023-07-11,
ASN_002572,PROJECT_000857,MEMBER_000017,Support,156,95,2023-07-11,
ASN_002573,PROJECT_000857,MEMBER_000029,Support,92,229,2023-07-11,
ASN_002574,PROJECT_000858,MEMBER_000013,Lead,177,44,2025-04-14,
ASN_002575,PROJECT_000858,MEMBER_000044,Lead,50,215,2025-04-14,
